Part-Time Graphic Designer,Marketboats Consulting Pvt Ltd,"Remote in Bengaluru, Karnataka",Part-time,https://in.indeed.com/company/Marketboats-Consulting-Pvt-Ltd/jobs/Part-Time-Graphic-Designer-eb034b98994e4a58?fccid=428fb465fa667332&vjs=3
History Content Writer,GIGL Summaries,Remote,"Part-time
+1",https://in.indeed.com/company/GIGL-Summaries/jobs/History-Content-Writer-9e56162ce7731e96?fccid=c4194d180f1ffb96&vjs=3
Voice Over Artist (Bengali),SOUL,"Remote in Kolkata, West Bengal","Contractual / Temporary
+1",https://in.indeed.com/company/SOUL/jobs/Voice-Over-Artist-451472c0f0a32210?fccid=17862e0aabde5942&vjs=3
JSM-Quality,Cummins Inc.,"Phaltan, Maharashtra",None,https://in.indeed.com/rc/clk?jk=f18c626459a82ad8&fccid=36ccedc5bfdf19b1&vjs=3
"Data Entry Officer (Male, Gummidipoondi)",Shri Plasto Packers Pvt Ltd,"Gummidipundi, Tamil Nadu","Regular / Permanent
+1",https://in.indeed.com/company/SHRI-PLASTO-PACKERS-PVT.LTD./jobs/Data-Entry-Officer-dac0ef67bd0c6ea0?fccid=c0e4f873f12a5279&vjs=3
Lab Assistant,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam,Kerala,None,https://in.indeed.com/rc/clk?jk=3c8ef5a5af7820f9&fccid=61250b660c60384b&vjs=3
Store incharge,Jayon Implants Pvt Ltd,"Hyderabad, Telangana","Regular / Permanent
+1",https://in.indeed.com/company/Jayon-Group/jobs/Store-Incharge-6f25b6336865a4c2?fccid=c1998ef527cd7a57&vjs=3
Logistics Executive,ARDENS BUSINESS SOLUTIONS PRIVATE LIMITED,"Chennai, Tamil Nadu",Regular / Permanent,https://in.indeed.com/company/ARDENS-BUSINESS-SOLUTIONS-PRIVATE-LIMITED/jobs/Logistic-Executive-ad5a658f1e73e757?fccid=5025b6b66194934d&vjs=3
Personal Banker,DBS Bank,"Kakinada, Andhra Pradesh
+15 locations",None,https://in.indeed.com/rc/clk?jk=7a0b6c816efb25ca&fccid=cc1f9ea511d140fe&vjs=3
Content Writer,AstroVed.com Private Limited,"Remote in Chennai, Tamil Nadu",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DklT6nki32xA2IQ5EsKZQ9sCQArkgvxhYdbuTh8MPG6hlIQIJa5bOmxoQSEhN5PHppWFY8Fp2BiFduT2PBrPPRAUGiFvF70IizxyfAbDDtDf485G-99ThGQ2U4lXvi471VOPK8gCtgRHB_wLK3CDiPUkQ36ELlRqzZl235Kmb2r_vmvSU86Pd0akOb4Ty0fsH76H-WaUftesIgmOwqPY4LMCw_x9u7NxwEv8FpvVLEDmx928Uazlcqr_3PVWCYOnsnN2ljETcGWAMT9mPypiSq-fkGsCt5qACoSP9YTkAWItAK_uxJLQWv08hBMnyfN7H-FAAH8MxcLgN39RXYg5Wrys6qLMRKVsl1F_gTq85gZqFF6mz5nnO4qwcJZ9b_10BCehH720QNsNricZKkZf-rcfuc1Ui4H62fxYSV9v-2tOT4yggRDwdjmer1bxf9UDgbKfaLTGpfP6mugmG6l2r71EtXglkCR7oUudjGWCzjWA==&xkcb=SoBD-_M3TgoSbpwNK50JbzkdCdPP&p=13&fvj=1&vjs=3
PRT EVS,"DAV SECONDARY SCHOOL, MOGAPPAIR","Mogappair, Chennai, Tamil Nadu","Full-time
+1","https://in.indeed.com/company/DAV-Boys-Senior-Secondary-School,-Gopalapuram/jobs/Prt-Evs-5abc2e3b0aa8b0ab?fccid=38bdc4eb3c7a778c&vjs=3"
SALES & MARKETING - ELECTRICAL PRODUCTS (FOR AHMEDABAD & SURAT),Tirupati Sales Corporation,"Surat, Gujarat",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DxN5nipi9DjP-iml9Su_8R3CZJCozkw6EB96Kpgp0deGMYBUzrRcyeL0DLI33emOOoFpgsUmAKHGQN0ike-GJFi4LGczGi8NYWVkFuDNJ-lODRxo6CcOVyMwkDtWToBEv0RtMjeeYmjS6QRHrOeT0pdBH-ID06oT1WcOLpXNJmUI0sOhetn69n8flLkmG5Z0ZPCcrkiQx-7SRaMXvH6lt71lXTo9G0IuJCdlowJh-JUBD0mN74FSkr2_pr6E-Fq0VzPYZ14dalPpiT-f7MxK8oKcgJWQ3Kk2JKqFM_y9Sbq4a9ZXUb0gy_ZsJU_1nIm5dtn_q-OvT1PQubkMWMBHOgNRQlK8O_g4j5kyJ8rSGCkMbXQxsxpSoWzbduQyE69gF6dr-aUnk6NLsxvgv1ToRDYQ_SrC1FSDfaGt9VmoK_-9VpY_dAWij0XnHA14EdTCYjSa5OWApYuSWHyFZDk-z3TgPG8PRbPSCwk-Sf0DX49Q5YkhO4fvSkfaLk-pSf8-xEThugR4ozfz-wbKvu7JmsrcO2Qz7Ek_o=&xkcb=SoCp-_M3TgoRtpSFip0LbzkdCdPP&p=0&fvj=1&vjs=3
Content Writers Needed Urgently,Content Writers ITAN World,"Remote in Hyderabad, Telangana",Full-time,https://in.indeed.com/company/Content-Writers-ITAN-World/jobs/Content-Writer-6a2739aa864d4d04?fccid=3fffd1037836e164&vjs=3
Associate - Graduate Hiring,BNP Paribas,"Chennai, Tamil Nadu","Rotational shift
+1",https://in.indeed.com/rc/clk?jk=b0cb17c92618a12f&fccid=1392500f835bba92&vjs=3
Data Entry Executive,UCH LOGISTICS INDIA PVT LTD,"Mohali, Punjab","Regular / Permanent
+1",https://in.indeed.com/company/UCH-Logistics-India-Pvt-Ltd/jobs/Data-Entry-Executive-2f41954aa98a9b9e?fccid=ad72830e36451e94&vjs=3
JUNIOR ASSISTANT,St. Milagres Credit Souhardha Co-operative,"Karwar, Karnataka",None,https://in.indeed.com/rc/clk?jk=f803b87632b4f3a7&fccid=bc0be1b8c749c84c&vjs=3
Telecalling,Weboney,"Karur, Tamil Nadu","Fresher
+2",https://in.indeed.com/company/Weboney/jobs/Telecalling-cb310fd3197f75fd?fccid=702e6733fa5d9615&vjs=3
Finance Executive,Max life insurance,"Remote in Bengaluru, Karnataka",Part-time,https://in.indeed.com/company/Loanwalle.com-Naman/jobs/Finance-Executive-7f3575bc3949f5ed?fccid=20ff9c201d4181a3&vjs=3
Data Entry and Supervisor,Avance Lighting Industries Pvt Ltd,"Thane, Maharashtra","Regular / Permanent
+1",https://in.indeed.com/company/Opportune-Technologies-Pvt-Ltd/jobs/Data-Entry-Supervisor-3c626c9e7a45103a?fccid=a6dc6ad171ab5573&vjs=3
Sales Representative - WORK FROM HOME,Inno Transventive India Pvt. Ltd.,"Temporarily Remote in Dehra Dun, Uttarakhand",Full-time,https://in.indeed.com/company/Inno-Transventive-India-Pvt.-Ltd./jobs/Sales-Representative-4dbe6290ca1bc562?fccid=7f9422a8fae6f10f&vjs=3
"Students, Freshers, Working",Achievers club,"Bhopal, Madhya Pradesh","Part-time
+1",https://in.indeed.com/company/Achievers-Club/jobs/Student-f8e3fceabb953750?fccid=a4b6f6a60ff34ea4&vjs=3
Required CIVIL SUPERVISOR for work at Bhilai (CG) - Male Candidates only,Kailash Enterprises,"Bhilai, Chhattisgarh","Regular / Permanent
+1",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0COX3z__lXgawRt1gkayj52FZCu7TNjVViJMywTZ6rIv6bMiwlre9eMrDa8l43nDgEPtbUrq-DWPUZ85iwlB1zQ16Y2P_mKmNYW1QD9Z1yAU6hDqOiQsYk2fC_07HPhi5XBBHz3gA4ajBQcUfY3K3xZcyzYxPcePtexjqagT5MmeUv13aIy7Znr5OCbZb_ABPfbPjWUs-LlP4h1MnTQu7ru_XjUGN4Z40j595uIVwiPZDdbF2MptbxZyCtIqHVMbjKKLe5XG8R1wyIY2zRKO8sLaKG_vSE4tYsUQSDP5-3X-Eb9zPCNVzotbyMi0ZJk_jj6MFUw0UCjIG7YskDn8K3RT47sRSra9ZL151mEDZtp5ROCStR5MnhfTjAKjEOq01a4Jg9H-64JSBFiMkhulUAZquniO0kCRZf6SCXnfz_pI6gsfKq7eMdCBmX4uH8p8niok6Ro499bpCapVkI0F06AnF4UW2lxlstYjwMiZlAW0l33Rt6fHTEv8IOkZVNLrxpoyaRF2FUgJdh9j1PViVxvmO6Pj_1KBAiCRhmRdTDjCw==&xkcb=SoBi-_M3TgoRtoSFip0LbzkdCdPP&p=10&fvj=1&vjs=3
Jr Customer Service Executive - B1101_1,Tata Communications,"Chennai, Tamil Nadu",None,https://in.indeed.com/rc/clk?jk=1037ab86e029aff1&fccid=e53a1e83cfcd06ef&vjs=3
International Voice Process,BCForward India Technologies PVT Ltd,"Bengaluru, Karnataka","Regular / Permanent
+1",https://in.indeed.com/company/Bcforward-India-Technologies-Pvt-Ltd/jobs/International-Voice-Process-a5747d3cb7974302?fccid=e8466a5f7433b45c&vjs=3
Admin executive,Rishs International School,"Mangadu, Chennai, Tamil Nadu","Regular / Permanent
+1",https://in.indeed.com/company/RISHS-INTERNATIONAL-SCHOOL/jobs/Admin-Executive-e9eedb0b71295e10?fccid=40ea9f4a0bd4447b&vjs=3
Online Tutor,Crystal Clear Services Pvt.ltd,Remote,"Part-time
+3",https://in.indeed.com/company/Crystal-Clear-Services-Pvt.ltd/jobs/Online-Tutor-0a42c11d575de3dc?fccid=fc115a0a470ef1a8&vjs=3
Content Writer,Vijaybhai Patolawala Pvt Ltd,"Rajkot, Gujarat",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrwnBe5r2VzS7b2hQNu2BO5J_W56itR5KwHC1hCrXRiwhOXBSjtfRDxnZYsAp5nLy-1VAEodOGVHcs1ZhRbH-XM1CxcRGBWoSQF1IE7VX9ZZrvC--D6Ybz6gIvW2u7h742MCu4Tc8LheZBsNwW4lEJmP8METWQauojYxXlUn_iIJwPqU8hoGmARHzyVEWd69vynZZ27192MkrViDj0o20ZvNXUXRpl3NoUFsJlqfFO-R_6qGxtD44KSNF95v8G9b45FfLeRdxTnXQuqLkIL9CwjpUrlOXmJEp9U24LeJKKkhUYTDnSf8pOLHyv_j2Y11Tg_kz4se5S9FBQobInmlLTpZpZP89Rh3Y47T0XmqLG4-0ID9SfdsREMkHdxzJmygqnS3P2QSiGqQ-I5iRpfNq0-T2L-SrdS882ToZRs9QDCa91_NLm73oF2WOA3WmA_iVHSGX7eep5opMRP8QMimVwNLhlXRjSIFCjbyHgE6kIIduLaSTOjBqB&xkcb=SoDm-_M3TgoQzOR8450LbzkdCdPP&p=0&fvj=1&vjs=3
"Immediate Openings on ""Mainframe""India Contract",IT People Corporation LLC,"Bengaluru, Karnataka",None,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaDeacnyAcjR_xPF4_AGi9kgHcHfBbAiGbTrdK88lQNXdBcB-M_pJVvXjqjnC3qsgDo_STGoKz6P5QsZk7mnQ0Uw5mBiaIA_XLaRJKR2iy3AoN9cZeK-vd_VVPiKH40sOxE_XxcllnsJEusimd5WC3nBukl-qXhFjyeuEPszwSneJD3VJ6KYs1vk48Aanrlwb0Cse1at3sSqPnGrBSJy9suJmGslxjzYigJgXSzNk0uUvnF5jQ558jMWyYk95W3NJPxoMZx4UhMgAvcU1ugNnQ8N2pItJHzi1KtPRRSz29jAZWsK2C4KNzsF_dPKuRcT270da_jjFiYQt8i5WHKGNDTPr1WLxGi0mRtRrRQAMq3qHkAXDCPrCM31TZkDzojS_HPJ98WSOvtUb1dNDSrurVLO5iY2cOp-DxcMvSs-EA6pcPqvw01ulCbMy-XN0paMpZU0A7rnH9MKPNrbPP3SETHoNj7t9N4KIivf4U4abrLj4d1AiXOeEHJQlyXJF-pQOJr5ptG9OqNn4rl08AfJqdkGfXXI_zYlBlcsSC4f21FFXLPFnm18Fl3XpQk4U2PfUU8QpziAWm_mEqFFzg15qRCZhM_AXblR2I7Pp97MHk-8r0-33cGLLV1V0CwKth6igW8qPav3Ms-4paPU_oKqgybgVkWJTZrbi-epML4hbI5mV0UsE5Z7LZLsGjXgTxLeJRhngn1cHYbkBXuija6uwKPYGU1pAj6ndrKGRm9Sjy547GMm_GJjJriviF34MHWJBKwz4fBj5JvMKloJ_PIz9NdQPb9pHuyhBYDcZt7zyKg33nWf2nCSc6c87TOghdgVNoCEhyGWghFZMLjTCkgTquRahw7fNNAMYWG3NMPFqAmuwkauY7yb2HKFv7shVMAwqN7chJ9EUT4UuUd1kkLYXYC9teuaDJ2n4c-zv2VLV3AxusjBfnPBpmBV5hqzjFw0f3tbAJs5D8UwiYYvHa0rcKfqy_pdgNh4-p17iFdNdZMFbDHcloOd6B&xkcb=SoBS-_M3TgoQzOR8450KbzkdCdPP&p=1&fvj=0&vjs=3
Personal Secretary,Corpsure advisory Pvt Ltd,"Sahibzada Ajit Singh Nagar, Punjab",Part-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CNf5BIJnWuWF4CsvtltDdL4jYByZPW1CBLcmDCkpcH6wyctrDOkWRC73T3OAV3soyFkxmag3QQB7ypMAEomFRMFoydSCxgQHD009dB9Vtmd08Fb-XDONJHw625TzCEi5xfiR6j6f_3xd9V9VPCdNmqhJl6Hc8X1HGHRP7o6NH3AmA-hK1hx_n1dsUcMpQvvFUugptPDVoGGh9L-tKkPopcK1rleL3qMCHkWNwjegTrgHbOwRDFdn738OtmAIZV92CfKj7A-qfmJwxh4FyiUCoShKObuDvONwTICDUGXVFa7LGg3jL8SxOJ3w10m8wFsq1VUlDBe8Rkem6PNaJtsjg_-RmMKsTvGi-ycV0E2S-61LDMdXMUVoCoZL3--OGUy3xF_4a4TWm0lL4ZlLBoYL88TarFWwQo_s5D3u6aU2ICWM-OUOfqRNl7I69aXkgU3S_mo4Hqus-bO6Thc1ug4FWY3q6m9_H1gutAiGHcO4i3wydV4OVG7crP&xkcb=SoCj-_M3TgoQzOx8450LbzkdCdPP&p=2&fvj=1&vjs=3
Photo Editor,Loveco Photography,"Bengaluru, Karnataka",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ab3CieVBAeXWktOEHBZNN1JvOai18UKpdRqvFQ9Xus-i_tlPGPtISlYZPVlMmCAdMceTsIRoB14oXCOWXcsr9UZ6Si3830X7ntd5FWSGuLgRx7hBkvXOwwgf5Ut2cX1A8k_8UBAiw5kT9kdN9fZHXbfGzWYpJAPut4ikfTlXLXEQ3V1G1lC9mKBUJbe7Q-dljKIVWkMJ0KUpZNgP07uz3gAeQyw1M7hI20wYuXmHhzSUnVGsNYaoE8OaFmDhzaxLkcTE00-mqWKILjP9h6jC1Pz1elPVhnyf4ncGDAg_o7EQ8TboCsI_PU-2zH064JuJCMZJRcA-G7Ay1eBzEM29I3ZkOhSaUgucKrsMv3yUTcNex9IDo6b418NvLLfB8-DT5UCxmJgeEbtcPQEX1kLprfkQkpwJyNYWq7r46G49NwkO77WoJm1p9Ktw8nhZ6i0Ae2nDadqII6sLvQrTXDr-IA25IQNDp1EAuPDqxQN-4ZZQ==&xkcb=SoAX-_M3TgoQzOx8450KbzkdCdPP&p=3&fvj=1&vjs=3
International BPO,7PEAS INFOTECH PVT LTD,"Bengaluru, Karnataka",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AZJDFBIsDKtdGw3ktmEqULE1TbmX-qJGX4CbKno-W_WQejO3C8WulyTyvY9IOjPC8UEKVy8J3FyL5jby9L8J59bGbMfKqWxYX84g7tdFW3P7HXEaA_4U_wiXS-G_RXKDwITQyKRLcccbwcOXy_xA7tamG67ym8EhV9DASS-s7Itv3e15xOq3UTNydgH1GYOfskO6A3A_LmMyJOH_wEM_lDpNWp2_9cesNbfidX-N6fk8vgKFX6N8Pio1uztaHEs7HYD7-Zt3VMtMiPQKLU6gAwbmK6LKAmuKVK66xqKI6p-wa0-N1UAAtVguGt0H6d5IDWDdHJ3j9abhDB7sP4PP9CTJoFONbmRR-ABCT0bQI8KIsQbGcRX4YiJmPRgdVgtLWapvBrZ2jVYV2qpFQt-y7Pkxg7xMJrdknrJhXRJ8rHKXVb43YWD6y2svwZQ1uz9ElFjOKy-O39vpNPiTPLqk7EwmWXsqUImvfuwZvlLGImusN7sopx_EF8&xkcb=SoCK-_M3TgoQzOx8450JbzkdCdPP&p=4&fvj=1&vjs=3
Secretary,Bhalakh Medical Centre,"Adyar, Chennai, Tamil Nadu",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D63mk73YTzYdVobxWXFzAqmZSnwrhE3lPhE-kDN1Gq6QTShyNsoCMYxZDeF09C62Hpj76cLJZz9Vqs1nJualiJVHVmcwQucPxZhbNYOQ0JuBR-_DiuuBHYFJ2xgIpJK_V5qvtpbXtOtDXzdP36DGiQP8Z0IamlGAx0Tn96smLztL6umOize7x9ofEln4wJR55xEu-B-pC91nKtSfwffkX3MycCYOCtUncdwWELWL2TmrfaJAXh7jxR2PQFuD-SqPL0jbbRacmj04Qc4eHdLQWYsB2Vu8jkWIc7wApKSeNUC-islpC-uGLg52rrsqspiXmDAtuV1AuAd1p4xhsryBainJQRWI3d2Ij3IPFAEDW3YFf9hHhIFRFjICWKBS_twIQaVLTQ8APPTo-I9yWX7SfgN1K56mXD3mxlbGjMKy2S5JJGywUjUINFzwUes9KWeBpCGlr2xf6naDhjcvC80Jyy60PBg1sH57s=&xkcb=SoA--_M3TgoQzOx8450IbzkdCdPP&p=5&fvj=1&vjs=3
Billing Executive (Female Candidates),ALPINE REFRIGERATION COMPANY,"Bengaluru, Karnataka",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnykdFRHsZkuWbJO61sB_zNEgW0R0YqnRSTCVvOi5jw8loZeNvU-f_1aNRjZfPJlqxiF_IpiMgzo3Mg5weJh7vgjMfrG62gi-5Z0YFLtBJEoBV8nnqlhlpk-SNzUOFxPKZQOPavD_3wQ2GYebp4vnCSaXflMrovQKFsiShzQ7BKNwcM3-GFMM1rRkvEefWlsd2XPY3XILIjCfBEntQVlY0l8TnFHqFLhN0a7W6J4ZUGou2Tgw7uMwwe8UdFnJ02b4WtQ4Fv5tK4Y6cy3CMRY5BAr6nwlUu3mTbvWg0sV-CvlDURveEAacR7k05YQ1d0WgN1MnUu2FSuRXlQMipuetouKJmqR8LEg49wKGmhAuum-e_ayQeWTNN38sYc0qLbjc8nx6mukGI7eqCHCpL7RtDps4ZQfDpT8rpDCfmooavZu9BWQP8vnKRoSUs5JeQnFJjKkWFk23Cj0yLab0uZhE_YeAhWOZFoKaLax0PcvU03scHPJwW8aphFX3yL6ZjoJiw16pKvN8OKg==&xkcb=SoCw-_M3TgoQzOx8450PbzkdCdPP&p=6&fvj=1&vjs=3
Payment Poster,AGES Learning Solutions,"Edapalli, Kerala",Full-time,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dn5VXVvSavCeL4SU7mL2j1lh_XRuqw-FjM-FEJubG97luyq49MryZxNTDqGcx_OmWYC-6WOwi3t-zImdf606FgBAcHsHYek3cMCcoRDdLbppXGaXVhcJUKaV70TV5xzQsoDrv9-99ukN0pqkKT9dD4_HOylsm1MkH57iIqNomY3IHfAWrh3sYioAiCICvzHozznClrADwQN20Y1vmU3LGa1eg5WPHpyMdk8voky4AZY2QPEGCVqXU6quw0ikQFVwfuNHyRoazSbWuZWtvloNPLHTtrW7QiW2FKeU0qwr_3UtL6wrfHYwEBB5u74A3gT43_8W1idJD_OTOukYSNSBgrgxDODlf6X-cDuJTtYg3M_5NkrTcI7vy9IR_JujI4mZwJYGsCryhrJDK8s0Q5yOEs_03m2KXRA36bU7tqLw4XzU2QSIXVE9A-cL2khc0KKZAh33IbvlTBSxXh47lo6N-QigMFtu0lcwCVU16WBj1ADxpInH9gIq_ycTnXn87ZK5DNLWwNWl75Qg==&xkcb=SoAE-_M3TgoQzOx8450ObzkdCdPP&p=7&fvj=1&vjs=3
Equity Trader,Development and technology consultations,Remote,Regular / Permanent,https://in.indeed.com/company/Development-and-technology-consultations/jobs/Equity-Trader-56850e5d974e2536?fccid=75b5c0c6d54c07a3&vjs=3
Content Writer,Bexcode Services,Remote,"Regular / Permanent
+1",https://in.indeed.com/company/Bexcode-Services/jobs/Content-Writer-5598703289ed3d05?fccid=778c127d63f3be7f&vjs=3
CSO,DBS Bank,"Tamil Nadu
+5 locations",None,https://in.indeed.com/rc/clk?jk=898e28a1373039d8&fccid=cc1f9ea511d140fe&vjs=3
Telecalling Collection and Recovery,COLLEKTO,"Remote in Thane, Maharashtra",Full-time,https://in.indeed.com/company/R-S-ASSICIATE/jobs/Telecalling-Collection-Recovery-0d9f338cc05f7af0?fccid=8232fa9429d44c03&vjs=3
Accounts Assistant - Bengaluru,Gujarat Cooperative Milk Marketing Federation,"Bengaluru, Karnataka
+1 location",Full-time,https://in.indeed.com/rc/clk?jk=d0195582d54caee8&fccid=2ae288fe9bf2fc64&vjs=3
Front office executive,Shan skin and hair clinic,"Taramani, Chennai, Tamil Nadu","Morning shift
+1",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_8X9jKrOvN86moSlIpBn_ZG4lD156CHcv5xPyNieYYtekTHj4x3XtR5-NGFFurdZS1XIcCcQeOyyMMa2bCw1AkgdqZ9wzm-JwoCXnrf_44T1qB_IIuzBBTNakpvQam6H7PAfGkqI30PswpCPZZePIti-N4vJauluVtPmX5T4YEW1eohDQcC8sodtu1o-WCysC3xCDOmlSj67dzJ7dT-38qyLAk0hxII7kJaePknRhq5Ay-hWGTPOrN7UXfSYNEThSoMAVZz-c75WdC9NqF7nxBUCwsuVzbpCTJPx32I-ZMgOzUrwNHsvC0AlT0ktcmZ6Wh6kfhFjOzo9z6pHNOAz_YLDdXn-d_5rfz0O6CmNsA9KTZtSzjgO_-80Wu5SoRE7qLufV4lk5Zof8udfo2jhkhtT6XZIxdrmLlAGudLOckW34knQm3RHQdzlJV1-Fu20W3Rj0Vwzk2w2YKDl20uK5_EKI8stxf9H1peJ4CL8Nyq8pWyzKWPtrIuDAKEgkGtE_SYrcoDUv_g==&xkcb=SoBQ-_M3TgoQzJx8450LbzkdCdPP&p=13&fvj=1&vjs=3
Speaker,Ekitai Solutions Private Limited,"Hauz Khas, Delhi, Delhi",Contractual / Temporary,https://in.indeed.com/company/Ekitai-Solutions-Private-Limited/jobs/Speaker-e1aba4e8a50d0755?fccid=7035bd346ffae5b7&vjs=3
Wobot.ai - Frontend Internship,Wobot.ai,Remote,Internship,https://in.indeed.com/company/Wobot.ai/jobs/-b91f7f9a7fb8cbd1?fccid=8363f2c75e626c73&vjs=3
Customer Service Representative,BV,"Kochi, Kerala",Full-time,https://in.indeed.com/company/BVS-Global/jobs/Customer-Service-Representative-169f5a30d9114f67?fccid=da84bbde657054e5&vjs=3
TELE CALLER OUTBOND PROCESS,Sunace technologies,"Hyderabad, Telangana","Regular / Permanent
+1",https://in.indeed.com/company/Sunace-technologies/jobs/Tele-Caller-Outbond-Process-0ff9bd7a5a23a8aa?fccid=ee764ef8543e76d6&vjs=3
Bookkeeping and data entry assistant,FORBIX SEMICON TECHNOLOGIES PVT LTD,"Temporarily Remote in Bengaluru, Karnataka",Full-time,https://in.indeed.com/company/FORBIX-SEMICON/jobs/Bookkeeping-Data-Entry-Assistant-e5b5fd09abeec259?fccid=8e97635cba5a2b82&vjs=3
International BPO,Gett Jobs Recruitment Firm,"Temporarily Remote in Bengaluru, Karnataka","Regular / Permanent
+1",https://in.indeed.com/company/gett-jobs-recruitment-firm/jobs/International-Bpo-f86674a4dce8958f?fccid=19a4b0c4c3d45386&vjs=3
Manufacturing Operations,Accenture,"Bengaluru, Karnataka",None,https://in.indeed.com/rc/clk?jk=038ef4922b78f61e&fccid=a4e4e2eaf26690c9&vjs=3
AI/Machine Learning Intern,Scholarsingh,"Remote in Bengaluru, Karnataka",Internship,https://in.indeed.com/company/Scholarsingh/jobs/Ai-Machine-Learning-Intern-66d9aab54e07e0cf?fccid=38f208048e0f00e3&vjs=3
QA Intern,Vingsfire HRIM Pvt Ltd,"Chennai, Tamil Nadu",Day shift,https://in.indeed.com/company/Vingsfire/jobs/QA-Intern-8083d43709c10f10?fccid=13d7f52e79bca49b&vjs=3
Loan Officer,TATA Capital,"Patna, Bihar
+10 locations",None,https://in.indeed.com/rc/clk?jk=653254aa71c0b042&fccid=fde6c167c8f35495&vjs=3
RO PLANT OPERATOR,Myairbook Technologies Private Limited,"Chennai, Tamil Nadu","Regular / Permanent
+1",https://in.indeed.com/company/Myairbook-Technologies-Private-Limited/jobs/Ro-Plant-Operator-77cfed01ea311297?fccid=e735acecabbb2fe9&vjs=3
Data Entry,Infocruise Solutions Pvt Ltd,"Bengaluru, Karnataka","Part-time
+2",https://in.indeed.com/company/Infocruise-Solutions-Pvt-Ltd/jobs/Data-Entry-178b0cd421711da4?fccid=c4a6b9fea7dcf9d5&vjs=3
Production Supervisor-paint &coatings,Nanocomps R&D India Pvt Ltd,"Chennai, Tamil Nadu","Regular / Permanent
+1",https://in.indeed.com/company/Nanocomps-R&D-India-Pvt-Ltd/jobs/Production-Supervisor-Paint-&coating-5802d4e2f1a0a622?fccid=1d4949e48f8e37ff&vjs=3
International Call Center Voice process,BPO JOB,"Pune, Maharashtra",Full-time,https://in.indeed.com/company/Manpower/jobs/International-Call-Center-Voice-Process-dcbf786f982979ec?fccid=4a6f2f47c2b7c0a7&vjs=3
Sales Representative,K3N Lifestyles,"Topsia, Kolkata, West Bengal","Regular / Permanent
+1",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CPwdgYbXs3xr1NLUzBjAYWwzyFZB4nfPSrHRt_4kZlFI2IlBhJlw67uGr84miiZt2fIYwvwegzdzpkhDBceKgHYg8yZO-gMTmymEw9AxCYAzVrOH6oM3bN6ZRel8v4DwWEtqFFVSrGq7Oal6x8XVsL6MIF_QTaX9dB9_28RpKhOLfBLWCtkVSvPORZQN1yu6ZijqHTj9RytUwjCab7s7xuz_0iZ_kgnY2GlJaeJjDJhCMEday-CUxNSLXkqhtacC2RhxZ3OjdUMXu1PdfacY-FS7DM7f6YjLbuFccycW9WGH01-wQPdc5UkOJeajNrfaZIxJzUJZfF4DjN-ZYUNcVV30JJW78491jk446YSLKaqeR8c5zDe9IA5Q3iw7DJjzu51HSlzP-u1Awn9M_p4j9KxBus5MZsqv1DzIB2pvLMXDBua34LsykNltI3yIaSwEB4Ty3wjWQLGSgzAOkFq_MS2EnjXYXdt2J59bh955qjAiqyC_6iYYhQ&xkcb=SoDj-_M3TgoQD-yFqJ0JbzkdCdPP&p=13&fvj=1&vjs=3
Junior Recruiter,Yeag Technology,"Remote in Muzaffarpur, Bihar","Regular / Permanent
+4",https://in.indeed.com/company/Yeag-Technology/jobs/Junior-Recruiter-d9eddc9dd6e3957e?fccid=6cee073bee60a566&vjs=3
